Date,Opponent,Segment,Arena,Location,Attendance,Home Team,Year
12-Aug-22,New York Liberty,Regular season,Gateway Center Arena,"Atlanta, GA",3138,Atlanta Dream,2022
30-May-23,Chicago Sky,Regular season,Gateway Center Arena @ College Park,"Atlanta, GA",2562,Atlanta Dream,2023
2-Jun-23,Las Vegas Aces,Regular season,Gateway Center Arena @ College Park,"Atlanta, GA",3209,Atlanta Dream,2023
9-Jun-23,New York Liberty,Regular season,Gateway Center Arena @ College Park,"Atlanta, GA",3209,Atlanta Dream,2023
11-Jun-23,Connecticut Sun,Regular season,Gateway Center Arena @ College Park,"Atlanta, GA",2690,Atlanta Dream,2023
23-Jun-23,New York Liberty,Regular season,Gateway Center Arena @ College Park,"Atlanta, GA",3209,Atlanta Dream,2023
30-Jun-23,Washington Mystics,Regular season,Gateway Center Arena @ College Park,"Atlanta, GA",3209,Atlanta Dream,2023
2-Jul-23,Los Angeles Sparks,Regular season,Gateway Center Arena @ College Park,"Atlanta, GA",3209,Atlanta Dream,2023
12-Jul-23,Seattle Storm,Regular season,Gateway Center Arena @ College Park,"Atlanta, GA",2546,Atlanta Dream,2023
18-Jul-23,Minnesota Lynx,Regular season,Gateway Center Arena @ College Park,"Atlanta, GA",2394,Atlanta Dream,2023
22-Jul-23,Connecticut Sun,Regular season,Gateway Center Arena @ College Park,"Atlanta, GA",3209,Atlanta Dream,2023
25-Jul-23,Phoenix Mercury,Regular season,Gateway Center Arena @ College Park,"Atlanta, GA",3209,Atlanta Dream,2023
30-Jul-23,Washington Mystics,Regular season,Gateway Center Arena @ College Park,"Atlanta, GA",3209,Atlanta Dream,2023
6-Aug-23,Indiana Fever,Regular season,Gateway Center Arena @ College Park,"Atlanta, GA",3209,Atlanta Dream,2023
18-Aug-23,Chicago Sky,Regular season,Gateway Center Arena @ College Park,"Atlanta, GA",2957,Atlanta Dream,2023
22-Aug-23,Las Vegas Aces,Regular season,Gateway Center Arena @ College Park,"Atlanta, GA",3209,Atlanta Dream,2023
25-Aug-23,Los Angeles Sparks,Regular season,Gateway Center Arena @ College Park,"Atlanta, GA",2957,Atlanta Dream,2023
29-Aug-23,Phoenix Mercury,Regular season,Gateway Center Arena @ College Park,"Atlanta, GA",2785,Atlanta Dream,2023
6-Sep-23,Seattle Storm,Regular season,Gateway Center Arena @ College Park,"Atlanta, GA",2731,Atlanta Dream,2023
10-Sep-23,Dallas Wings,Regular season,Gateway Center Arena @ College Park,"Atlanta, GA",3207,Atlanta Dream,2023
29-Jun-97,Cleveland Rockers,Regular season,Time Warner Cable Arena,"Charlotte, NC",7289,Charlotte Sting,1997
5-Jul-97,Los Angeles Sparks,Regular season,Time Warner Cable Arena,"Charlotte, NC",8975,Charlotte Sting,1997
9-Jul-97,New York Liberty,Regular season,Time Warner Cable Arena,"Charlotte, NC",8913,Charlotte Sting,1997
12-Jul-97,Cleveland Rockers,Regular season,Time Warner Cable Arena,"Charlotte, NC",6166,Charlotte Sting,1997
16-Jul-97,Utah Starzz,Regular season,Time Warner Cable Arena,"Charlotte, NC",6110,Charlotte Sting,1997
21-Jul-97,Los Angeles Sparks,Regular season,Time Warner Cable Arena,"Charlotte, NC",6336,Charlotte Sting,1997
23-Jul-97,New York Liberty,Regular season,Time Warner Cable Arena,"Charlotte, NC",7266,Charlotte Sting,1997
30-Jul-97,Phoenix Mercury,Regular season,Time Warner Cable Arena,"Charlotte, NC",9166,Charlotte Sting,1997
1-Aug-97,Sacramento Monarchs,Regular season,Time Warner Cable Arena,"Charlotte, NC",6871,Charlotte Sting,1997
9-Aug-97,Phoenix Mercury,Regular season,Time Warner Cable Arena,"Charlotte, NC",10139,Charlotte Sting,1997
11-Aug-97,Houston Comets,Regular season,Time Warner Cable Arena,"Charlotte, NC",6055,Charlotte Sting,1997
14-Aug-97,Sacramento Monarchs,Regular season,Time Warner Cable Arena,"Charlotte, NC",6045,Charlotte Sting,1997
16-Aug-97,Houston Comets,Regular season,Time Warner Cable Arena,"Charlotte, NC",18937,Charlotte Sting,1997
24-Aug-97,Utah Starzz,Regular season,Time Warner Cable Arena,"Charlotte, NC",8028,Charlotte Sting,1997
11-Jun-98,Washington Mystics,Regular season,Spectrum Center,"Charlotte, NC",9092,Charlotte Sting,1998
15-Jun-98,Houston Comets,Regular season,Spectrum Center,"Charlotte, NC",6246,Charlotte Sting,1998
18-Jun-98,Detroit Shock,Regular season,Spectrum Center,"Charlotte, NC",5093,Charlotte Sting,1998
27-Jun-98,Sacramento Monarchs,Regular season,Spectrum Center,"Charlotte, NC",8363,Charlotte Sting,1998
4-Jul-98,Phoenix Mercury,Regular season,Spectrum Center,"Charlotte, NC",8210,Charlotte Sting,1998
15-Jul-98,New York Liberty,Regular season,Spectrum Center,"Charlotte, NC",10424,Charlotte Sting,1998
17-Jul-98,Washington Mystics,Regular season,Spectrum Center,"Charlotte, NC",7665,Charlotte Sting,1998
22-Jul-98,Utah Starzz,Regular season,Spectrum Center,"Charlotte, NC",7584,Charlotte Sting,1998
25-Jul-98,Houston Comets,Regular season,Spectrum Center,"Charlotte, NC",13014,Charlotte Sting,1998
27-Jul-98,Sacramento Monarchs,Regular season,Spectrum Center,"Charlotte, NC",5447,Charlotte Sting,1998
30-Jul-98,Cleveland Rockers,Regular season,Spectrum Center,"Charlotte, NC",6227,Charlotte Sting,1998
3-Aug-98,Detroit Shock,Regular season,Spectrum Center,"Charlotte, NC",5678,Charlotte Sting,1998
5-Aug-98,New York Liberty,Regular season,Spectrum Center,"Charlotte, NC",9444,Charlotte Sting,1998
12-Aug-98,Los Angeles Sparks,Regular season,Spectrum Center,"Charlotte, NC",11213,Charlotte Sting,1998
14-Aug-98,Cleveland Rockers,Regular season,Spectrum Center,"Charlotte, NC",14715,Charlotte Sting,1998
22-Aug-98,Houston Comets,Semifinals,Spectrum Center,"Charlotte, NC",6087,Charlotte Sting,1998
12-Jun-99,New York Liberty,Regular season,Spectrum Center,"Charlotte, NC",8150,Charlotte Sting,1999
19-Jun-99,Los Angeles Sparks,Regular season,Spectrum Center,"Charlotte, NC",6116,Charlotte Sting,1999
24-Jun-99,Phoenix Mercury,Regular season,Spectrum Center,"Charlotte, NC",4514,Charlotte Sting,1999
30-Jun-99,Washington Mystics,Regular season,Spectrum Center,"Charlotte, NC",7454,Charlotte Sting,1999
7-Jul-99,Cleveland Rockers,Regular season,Spectrum Center,"Charlotte, NC",4760,Charlotte Sting,1999
9-Jul-99,Orlando Miracle,Regular season,Spectrum Center,"Charlotte, NC",5839,Charlotte Sting,1999
17-Jul-99,Washington Mystics,Regular season,Spectrum Center,"Charlotte, NC",7819,Charlotte Sting,1999
19-Jul-99,Utah Starzz,Regular season,Spectrum Center,"Charlotte, NC",4190,Charlotte Sting,1999
21-Jul-99,Minnesota Lynx,Regular season,Spectrum Center,"Charlotte, NC",4665,Charlotte Sting,1999
23-Jul-99,Houston Comets,Regular season,Spectrum Center,"Charlotte, NC",8829,Charlotte Sting,1999
28-Jul-99,Detroit Shock,Regular season,Spectrum Center,"Charlotte, NC",6588,Charlotte Sting,1999
30-Jul-99,New York Liberty,Regular season,Spectrum Center,"Charlotte, NC",6537,Charlotte Sting,1999
2-Aug-99,Cleveland Rockers,Regular season,Spectrum Center,"Charlotte, NC",5841,Charlotte Sting,1999
4-Aug-99,Sacramento Monarchs,Regular season,Spectrum Center,"Charlotte, NC",7913,Charlotte Sting,1999
7-Aug-99,Orlando Miracle,Regular season,Spectrum Center,"Charlotte, NC",10523,Charlotte Sting,1999
20-Aug-99,Detroit Shock,Regular season,Spectrum Center,"Charlotte, NC",13565,Charlotte Sting,1999
27-Aug-99,New York Liberty,Eastern Conference Finals,Spectrum Center,"Charlotte, NC",10840,Charlotte Sting,1999
3-Jun-00,Miami Sol,Regular season,Time Warner Cable Arena,"Charlotte, NC",6632,Charlotte Sting,2000
5-Jun-00,Cleveland Rockers,Regular season,Time Warner Cable Arena,"Charlotte, NC",3410,Charlotte Sting,2000
9-Jun-00,Seattle Storm,Regular season,Time Warner Cable Arena,"Charlotte, NC",3946,Charlotte Sting,2000
10-Jun-00,Orlando Miracle,Regular season,Time Warner Cable Arena,"Charlotte, NC",5003,Charlotte Sting,2000
22-Jun-00,Phoenix Mercury,Regular season,Time Warner Cable Arena,"Charlotte, NC",8425,Charlotte Sting,2000
25-Jun-00,Detroit Shock,Regular season,Time Warner Cable Arena,"Charlotte, NC",3801,Charlotte Sting,2000
28-Jun-00,Houston Comets,Regular season,Time Warner Cable Arena,"Charlotte, NC",5402,Charlotte Sting,2000
1-Jul-00,Washington Mystics,Regular season,Time Warner Cable Arena,"Charlotte, NC",5509,Charlotte Sting,2000
5-Jul-00,Miami Sol,Regular season,Time Warner Cable Arena,"Charlotte, NC",3912,Charlotte Sting,2000
8-Jul-00,Cleveland Rockers,Regular season,Time Warner Cable Arena,"Charlotte, NC",5954,Charlotte Sting,2000
21-Jul-00,Portland Fire,Regular season,Time Warner Cable Arena,"Charlotte, NC",4974,Charlotte Sting,2000
24-Jul-00,Indiana Fever,Regular season,Time Warner Cable Arena,"Charlotte, NC",5055,Charlotte Sting,2000
26-Jul-00,Washington Mystics,Regular season,Time Warner Cable Arena,"Charlotte, NC",5249,Charlotte Sting,2000
28-Jul-00,New York Liberty,Regular season,Time Warner Cable Arena,"Charlotte, NC",7485,Charlotte Sting,2000
5-Aug-00,Utah Starzz,Regular season,Time Warner Cable Arena,"Charlotte, NC",8138,Charlotte Sting,2000
8-Aug-00,Minnesota Lynx,Regular season,Time Warner Cable Arena,"Charlotte, NC",8068,Charlotte Sting,2000
2-Jun-01,Los Angeles Sparks,Regular season,Spectrum Center,"Charlotte, NC",12843,Charlotte Sting,2001
14-Jun-01,Utah Starzz,Regular season,Spectrum Center,"Charlotte, NC",13150,Charlotte Sting,2001
16-Jun-01,Detroit Shock,Regular season,Spectrum Center,"Charlotte, NC",5540,Charlotte Sting,2001
24-Jun-01,Sacramento Monarchs,Regular season,Spectrum Center,"Charlotte, NC",4077,Charlotte Sting,2001
27-Jun-01,Detroit Shock,Regular season,Spectrum Center,"Charlotte, NC",4036,Charlotte Sting,2001
30-Jun-01,Cleveland Rockers,Regular season,Spectrum Center,"Charlotte, NC",6077,Charlotte Sting,2001
3-Jul-01,New York Liberty,Regular season,Spectrum Center,"Charlotte, NC",4045,Charlotte Sting,2001
7-Jul-01,Seattle Storm,Regular season,Spectrum Center,"Charlotte, NC",7007,Charlotte Sting,2001
12-Jul-01,Orlando Miracle,Regular season,Spectrum Center,"Charlotte, NC",4317,Charlotte Sting,2001
14-Jul-01,Indiana Fever,Regular season,Spectrum Center,"Charlotte, NC",6066,Charlotte Sting,2001
20-Jul-01,Orlando Miracle,Regular season,Spectrum Center,"Charlotte, NC",5318,Charlotte Sting,2001
24-Jul-01,Indiana Fever,Regular season,Spectrum Center,"Charlotte, NC",4360,Charlotte Sting,2001
26-Jul-01,Washington Mystics,Regular season,Spectrum Center,"Charlotte, NC",7896,Charlotte Sting,2001
31-Jul-01,Miami Sol,Regular season,Spectrum Center,"Charlotte, NC",7064,Charlotte Sting,2001
4-Aug-01,Houston Comets,Regular season,Spectrum Center,"Charlotte, NC",11057,Charlotte Sting,2001
11-Aug-01,New York Liberty,Regular season,Spectrum Center,"Charlotte, NC",11737,Charlotte Sting,2001
16-Aug-01,Cleveland Rockers,Eastern Conference Semifinals,Spectrum Center,"Charlotte, NC",7488,Charlotte Sting,2001
24-Aug-01,New York Liberty,Eastern Conference Finals,Spectrum Center,"Charlotte, NC",12843,Charlotte Sting,2001
30-Aug-01,Los Angeles Sparks,Finals,Spectrum Center,"Charlotte, NC",16132,Charlotte Sting,2001
1-Jun-02,Los Angeles Sparks,Regular season,Spectrum Center,"Charlotte, NC",10063,Charlotte Sting,2002
3-Jun-02,Houston Comets,Regular season,Spectrum Center,"Charlotte, NC",5915,Charlotte Sting,2002
13-Jun-02,Indiana Fever,Regular season,Spectrum Center,"Charlotte, NC",4021,Charlotte Sting,2002
19-Jun-02,Washington Mystics,Regular season,Spectrum Center,"Charlotte, NC",5109,Charlotte Sting,2002
22-Jun-02,Miami Sol,Regular season,Spectrum Center,"Charlotte, NC",5054,Charlotte Sting,2002
1-Jul-02,Phoenix Mercury,Regular season,Spectrum Center,"Charlotte, NC",6114,Charlotte Sting,2002
3-Jul-02,Portland Fire,Regular season,Spectrum Center,"Charlotte, NC",4540,Charlotte Sting,2002
6-Jul-02,Cleveland Rockers,Regular season,Spectrum Center,"Charlotte, NC",4756,Charlotte Sting,2002
9-Jul-02,Miami Sol,Regular season,Spectrum Center,"Charlotte, NC",4628,Charlotte Sting,2002
13-Jul-02,Minnesota Lynx,Regular season,Spectrum Center,"Charlotte, NC",5619,Charlotte Sting,2002
17-Jul-02,Orlando Miracle,Regular season,Spectrum Center,"Charlotte, NC",7623,Charlotte Sting,2002
19-Jul-02,Sacramento Monarchs,Regular season,Spectrum Center,"Charlotte, NC",7246,Charlotte Sting,2002
25-Jul-02,Cleveland Rockers,Regular season,Spectrum Center,"Charlotte, NC",9453,Charlotte Sting,2002
27-Jul-02,Detroit Shock,Regular season,Spectrum Center,"Charlotte, NC",7425,Charlotte Sting,2002
4-Aug-02,New York Liberty,Regular season,Spectrum Center,"Charlotte, NC",9878,Charlotte Sting,2002
13-Aug-02,Washington Mystics,Regular season,Spectrum Center,"Charlotte, NC",9226,Charlotte Sting,2002
17-Aug-02,Washington Mystics,Eastern Conference Semifinals,Spectrum Center,"Charlotte, NC",6038,Charlotte Sting,2002
23-May-03,Washington Mystics,Regular season,Time Warner Cable Arena,"Charlotte, NC",11910,Charlotte Sting,2003
29-May-03,Indiana Fever,Regular season,Time Warner Cable Arena,"Charlotte, NC",5008,Charlotte Sting,2003
4-Jun-03,San Antonio Silver Stars,Regular season,Time Warner Cable Arena,"Charlotte, NC",5408,Charlotte Sting,2003
6-Jun-03,Houston Comets,Regular season,Time Warner Cable Arena,"Charlotte, NC",6581,Charlotte Sting,2003
20-Jun-03,Minnesota Lynx,Regular season,Time Warner Cable Arena,"Charlotte, NC",7558,Charlotte Sting,2003
25-Jun-03,Cleveland Rockers,Regular season,Time Warner Cable Arena,"Charlotte, NC",4005,Charlotte Sting,2003
28-Jun-03,Connecticut Sun,Regular season,Time Warner Cable Arena,"Charlotte, NC",7579,Charlotte Sting,2003
30-Jun-03,Seattle Storm,Regular season,Time Warner Cable Arena,"Charlotte, NC",5003,Charlotte Sting,2003
5-Jul-03,Sacramento Monarchs,Regular season,Time Warner Cable Arena,"Charlotte, NC",6386,Charlotte Sting,2003
10-Jul-03,Detroit Shock,Regular season,Time Warner Cable Arena,"Charlotte, NC",5620,Charlotte Sting,2003
20-Jul-03,Cleveland Rockers,Regular season,Time Warner Cable Arena,"Charlotte, NC",8623,Charlotte Sting,2003
24-Jul-03,Detroit Shock,Regular season,Time Warner Cable Arena,"Charlotte, NC",9589,Charlotte Sting,2003
7-Aug-03,New York Liberty,Regular season,Time Warner Cable Arena,"Charlotte, NC",6681,Charlotte Sting,2003
9-Aug-03,Connecticut Sun,Regular season,Time Warner Cable Arena,"Charlotte, NC",9163,Charlotte Sting,2003
14-Aug-03,Washington Mystics,Regular season,Time Warner Cable Arena,"Charlotte, NC",5118,Charlotte Sting,2003
20-Aug-03,Indiana Fever,Regular season,Time Warner Cable Arena,"Charlotte, NC",6110,Charlotte Sting,2003
24-Aug-03,New York Liberty,Regular season,Time Warner Cable Arena,"Charlotte, NC",9722,Charlotte Sting,2003
30-Aug-03,Connecticut Sun,Eastern Conference Semifinals,Time Warner Cable Arena,"Charlotte, NC",6066,Charlotte Sting,2003
21-May-04,Houston Comets,Regular season,Time Warner Cable Arena,"Charlotte, NC",11920,Charlotte Sting,2004
28-May-04,Indiana Fever,Regular season,Time Warner Cable Arena,"Charlotte, NC",5544,Charlotte Sting,2004
1-Jun-04,New York Liberty,Regular season,Time Warner Cable Arena,"Charlotte, NC",3098,Charlotte Sting,2004
15-Jun-04,San Antonio Silver Stars,Regular season,Time Warner Cable Arena,"Charlotte, NC",5004,Charlotte Sting,2004
20-Jun-04,Los Angeles Sparks,Regular season,Time Warner Cable Arena,"Charlotte, NC",5612,Charlotte Sting,2004
23-Jun-04,Detroit Shock,Regular season,Time Warner Cable Arena,"Charlotte, NC",3488,Charlotte Sting,2004
26-Jun-04,Indiana Fever,Regular season,Time Warner Cable Arena,"Charlotte, NC",6355,Charlotte Sting,2004
1-Jul-04,Phoenix Mercury,Regular season,Time Warner Cable Arena,"Charlotte, NC",6683,Charlotte Sting,2004
8-Jul-04,Seattle Storm,Regular season,Time Warner Cable Arena,"Charlotte, NC",5493,Charlotte Sting,2004
10-Jul-04,Washington Mystics,Regular season,Time Warner Cable Arena,"Charlotte, NC",7594,Charlotte Sting,2004
20-Jul-04,New York Liberty,Regular season,Time Warner Cable Arena,"Charlotte, NC",11338,Charlotte Sting,2004
24-Jul-04,Washington Mystics,Regular season,Time Warner Cable Arena,"Charlotte, NC",9552,Charlotte Sting,2004
1-Sep-04,Connecticut Sun,Regular season,Time Warner Cable Arena,"Charlotte, NC",5216,Charlotte Sting,2004
4-Sep-04,Detroit Shock,Regular season,Time Warner Cable Arena,"Charlotte, NC",7836,Charlotte Sting,2004
9-Sep-04,Sacramento Monarchs,Regular season,Time Warner Cable Arena,"Charlotte, NC",5321,Charlotte Sting,2004
11-Sep-04,Minnesota Lynx,Regular season,Time Warner Cable Arena,"Charlotte, NC",8043,Charlotte Sting,2004
15-Sep-04,Connecticut Sun,Regular season,Time Warner Cable Arena,"Charlotte, NC",8286,Charlotte Sting,2004
21-May-05,Washington Mystics,Regular season,Time Warner Cable Arena,"Charlotte, NC",9079,Charlotte Sting,2005
26-May-05,Phoenix Mercury,Regular season,Time Warner Cable Arena,"Charlotte, NC",4049,Charlotte Sting,2005
28-May-05,Los Angeles Sparks,Regular season,Time Warner Cable Arena,"Charlotte, NC",6003,Charlotte Sting,2005
12-Jun-05,Seattle Storm,Regular season,Time Warner Cable Arena,"Charlotte, NC",4551,Charlotte Sting,2005
16-Jun-05,Indiana Fever,Regular season,Time Warner Cable Arena,"Charlotte, NC",4079,Charlotte Sting,2005
23-Jun-05,San Antonio Silver Stars,Regular season,Time Warner Cable Arena,"Charlotte, NC",4185,Charlotte Sting,2005
25-Jun-05,New York Liberty,Regular season,Time Warner Cable Arena,"Charlotte, NC",7007,Charlotte Sting,2005
28-Jun-05,Washington Mystics,Regular season,Time Warner Cable Arena,"Charlotte, NC",4054,Charlotte Sting,2005
7-Jul-05,Minnesota Lynx,Regular season,Time Warner Cable Arena,"Charlotte, NC",4071,Charlotte Sting,2005
17-Jul-05,Houston Comets,Regular season,Time Warner Cable Arena,"Charlotte, NC",7748,Charlotte Sting,2005
19-Jul-05,Connecticut Sun,Regular season,Time Warner Cable Arena,"Charlotte, NC",10378,Charlotte Sting,2005
23-Jul-05,Indiana Fever,Regular season,Time Warner Cable Arena,"Charlotte, NC",5107,Charlotte Sting,2005
4-Aug-05,Sacramento Monarchs,Regular season,Time Warner Cable Arena,"Charlotte, NC",4030,Charlotte Sting,2005
6-Aug-05,Detroit Shock,Regular season,Time Warner Cable Arena,"Charlotte, NC",5696,Charlotte Sting,2005
12-Aug-05,New York Liberty,Regular season,Time Warner Cable Arena,"Charlotte, NC",5120,Charlotte Sting,2005
23-Aug-05,Detroit Shock,Regular season,Time Warner Cable Arena,"Charlotte, NC",4036,Charlotte Sting,2005
27-Aug-05,Connecticut Sun,Regular season,Time Warner Cable Arena,"Charlotte, NC",8501,Charlotte Sting,2005
20-May-06,Chicago Sky,Regular season,Time Warner Cable Arena,"Charlotte, NC",6010,Charlotte Sting,2006
23-May-06,Los Angeles Sparks,Regular season,Time Warner Cable Arena,"Charlotte, NC",3576,Charlotte Sting,2006
25-May-06,Washington Mystics,Regular season,Time Warner Cable Arena,"Charlotte, NC",3527,Charlotte Sting,2006
1-Jun-06,Connecticut Sun,Regular season,Time Warner Cable Arena,"Charlotte, NC",3632,Charlotte Sting,2006
9-Jun-06,Indiana Fever,Regular season,Time Warner Cable Arena,"Charlotte, NC",5014,Charlotte Sting,2006
15-Jun-06,Washington Mystics,Regular season,Time Warner Cable Arena,"Charlotte, NC",4523,Charlotte Sting,2006
20-Jun-06,Connecticut Sun,Regular season,Time Warner Cable Arena,"Charlotte, NC",4243,Charlotte Sting,2006
22-Jun-06,Detroit Shock,Regular season,Time Warner Cable Arena,"Charlotte, NC",6710,Charlotte Sting,2006
1-Jul-06,Sacramento Monarchs,Regular season,Time Warner Cable Arena,"Charlotte, NC",5493,Charlotte Sting,2006
14-Jul-06,San Antonio Silver Stars,Regular season,Time Warner Cable Arena,"Charlotte, NC",5530,Charlotte Sting,2006
15-Jul-06,Indiana Fever,Regular season,Time Warner Cable Arena,"Charlotte, NC",7801,Charlotte Sting,2006
20-Jul-06,Seattle Storm,Regular season,Time Warner Cable Arena,"Charlotte, NC",10898,Charlotte Sting,2006
22-Jul-06,Phoenix Mercury,Regular season,Time Warner Cable Arena,"Charlotte, NC",6179,Charlotte Sting,2006
25-Jul-06,Minnesota Lynx,Regular season,Time Warner Cable Arena,"Charlotte, NC",4592,Charlotte Sting,2006
29-Jul-06,New York Liberty,Regular season,Time Warner Cable Arena,"Charlotte, NC",6310,Charlotte Sting,2006
8-Aug-06,Houston Comets,Regular season,Time Warner Cable Arena,"Charlotte, NC",5949,Charlotte Sting,2006
12-Aug-06,Chicago Sky,Regular season,Time Warner Cable Arena,"Charlotte, NC",8339,Charlotte Sting,2006
23-May-06,Sacramento Monarchs,Regular season,UIC Pavilion,"Chicago, IL",5112,Chicago Sky,2006
26-May-06,Indiana Fever,Regular season,UIC Pavilion,"Chicago, IL",3151,Chicago Sky,2006
30-May-06,Los Angeles Sparks,Regular season,UIC Pavilion,"Chicago, IL",3086,Chicago Sky,2006
4-Jun-06,Detroit Shock,Regular season,UIC Pavilion,"Chicago, IL",3135,Chicago Sky,2006
15-Jun-06,Seattle Storm,Regular season,UIC Pavilion,"Chicago, IL",2956,Chicago Sky,2006
17-Jun-06,San Antonio Silver Stars,Regular season,UIC Pavilion,"Chicago, IL",2806,Chicago Sky,2006
23-Jun-06,Connecticut Sun,Regular season,UIC Pavilion,"Chicago, IL",2818,Chicago Sky,2006
